,0
9081,Obama Focuses on ‘Thriving Middle Class’ in Speech - The New York Times
9082,Mass. gov vetoes transportation financing bill
9083,NULL
9084,"Republiclownery, continued"
9085,NULL
9086,Economic justice | On Air Videos | Fox News
9087,Sequestration Hits Home On Capitol Hill: Long Lines At Senate Buildings | HuffPost Latest News
9088,Should the government tax your email? One California official thinks so | Fox News
9089,More states consider ban on credit card surcharges
9090,Justices Bar U.S. Suit in Nigerian Human Rights Case - The New York Times
9091,Opinion | Fiscal Fever Breaks - The New York Times
9092,NULL
9093,"Opinion | Come See Detroit, America’s Future - The New York Times"
9094,Will US Federal Reserve ease back on stimulus? - BBC News
9095,"Politics: Congress, Political Parties, National Security & More | NBC News"
9096,NULL
9097,"In North Carolina, unimpeded GOP drives state hard to the right - The Washington Post"
9098,NULL
9099,NULL
9100,Senator: IRS to pay $70M in employee bonuses
9101,NULL
9102,Leaders in Congress unveil two-year budget deal
9103,Don't expect a 'grand bargain' in 2013
9104,NULL
9105,"June Jobs Report: U.S. Economy Adds 195,000 Jobs; Unemployment Rate Unchanged | HuffPost Impact"
9106,NULL
9107,Never Forget The Great Moderate Republican Revolt Of 2013! | HuffPost Latest News
9108,NULL
9109,Spending cuts represent moment of truth for tea party - The Washington Post
9110,The American Left is WINNING. Updated x1
9111,CNN Shutdown Poll: Plenty of blame to go around – CNN Political Ticker - CNN.com Blogs
9112,Poor hit hardest by Washington budget cuts 
9113,NULL
9114,Obama signs order for federal worker pay raises in 2014
9115,Paltry jobs report has Republicans pointing fingers – CNN Political Ticker - CNN.com Blogs
9116,NULL
9117,"Politics: Congress, Political Parties, National Security & More | NBC News"
9118,"In Congress, Gridlock and Harsh Consequences - The New York Times"
9119,Opinion | President Obama’s Budget - The New York Times
9120,NULL
9121,Boehner: House to demand spending cuts to avoid default
9122,Opinion | U.S. Fringe Festival - The New York Times
9123,"Obama’s plan to link corporate tax reform, jobs spending is quickly rejected by GOP - The Washington Post"
9124,"At progressive gathering, hints of anxiety about Obama - CNNPolitics"
9125,"June Jobs Report: U.S. Economy Adds 195,000 Jobs; Unemployment Rate Unchanged | HuffPost Impact"
9126,Gas price plunge pulls April inflation to 2008 levels
9127,NULL
9128,The best states for retirement aren't what you think 
9129,"Issa: GOP Leadership's 'No Budget, No Pay' Unconstitutional UPDATED"
9130,NULL
9131,Lawmaker Unemployment Hearing Attended By Single Member of Congress At Opening | HuffPost Latest News
9132,A shutdown-free future is in the cards
9133,NULL
9134,Senate leaders race to draft debt-limit bill after House effort collapses - The Washington Post
9135,Exception
9136,"As Cuts Arrive, Parties Pledge to Call Off the Budget Wars - The New York Times"
9137,Obama: Not raising the debt ceiling 'is absurd'
9138,NULL
9139,Santa Obama Gives Pay Raise to Federal Workers
9140,Obama at Knox College: Collective Responsibility Opposed to Individual Liberty
9141,NULL
9142,IRS list reveals concerns over Tea Party 'propaganda'
9143,"E.J. Dionne: In State of Union, Obama tries to change the direction of our politics - The Washington Post"
9144,Rein in reckless public pensions: Our view
9145,Louie Gohmert: 'Muslim Brotherhood Members' Have 'Influence' In Obama Administration (VIDEO) | HuffPost Latest News
9146,NULL
9147,Stocks soar 85% in Obama's first term
9148,NULL
9149,10 Things Minimum Wage Haters Don't Want To Admit | HuffPost Impact
9150,Obama Assures Disabled Veterans They Will Get Aid - The New York Times
9151,Congress in 'fluid' talks with Obama to end shutdown
9152,The five worst things about this crummy jobs report - The Washington Post
9153,"On the road again: Amid stalemate, Obama campaigns for budget bill | Fox News"
9154,Economists: Yellen likely to succeed Bernanke
9155,Obama says thank you to federal employees - The Washington Post
9156,"Federal Reserve tapers its stimulus program, citing stronger job market "
9157,Domino's workers fired for complaining about being paid below minimum wage
9158,NULL
9159,Capitol Leaders Agree to a Deal on the Budget - The New York Times
9160,Democrats push to extend emergency U.S. jobless benefits
9161,NULL
9162,House Republicans declare victory after debt limit surrender
9163,Halperin: Obama Okay with Shutdown Because Media Has His Back
9164,Starbucks CEO Schultz's push for change in DC not over 
9165,What's the economic impact of a US government shutdown? - BBC News
9166,NULL
9167,NULL
9168,The Morning Plum: John Boehner doesn’t really want to `negotiate’ with Obama - The Washington Post
9169,NULL
9170,"Illinois Senate passes pension bill, sets up showdown with House - Chicago Tribune"
9171,F.B.I. Plans to Close Offices for 10 Days to Cut Costs - The New York Times
9172,NULL
9173,NULL
9174,Exception
9175,U.S. Senate passes half-trillion dollar farm bill
9176,NULL
9177,"House Now Has The Votes To End Government Shutdown, But It Won't | HuffPost Latest News"
9178,It’s as if the election never happened - The Washington Post
9179,NULL
9180,"Politics: Congress, Political Parties, National Security & More | NBC News"
9181,Hardworking Americans should not be living in poverty - CNN
9182,Paul Ryan: Retirement pay can't take over defense budget
9183,NULL
9184,New York City fast food workers kick off seven-city week of walkouts
9185,NULL
9186,House Republicans offer path to avert debt ceiling stand-off -- for now | Fox News
9187,California Tax Hike Sparks Millionaire Migration
9188,NULL
9189,NULL
9190,Obama Economic Speech Tells GOP To Drop The 'Endless Parade Of Distractions' | HuffPost Latest News
9191,NULL
9192,NULL
9193,California signs law raising minimum wage to $10/hour by 2016
9194,NULL
9195,"Opinion: In shutdown, tough choices for Boehner - CNN"
9196,NULL
9197,"HuffPost - Breaking News, U.S. and World News | HuffPost"
9198,"Economy adds 155,000 jobs in December, unemployment rate stays at 7.8 percent | Fox News"
9199,Unemployment claims fall while Americans keep spending
9200,NULL
9201,Business Losing Clout in a G.O.P. Moving Right - The New York Times
9202,NULL
9203,'Unacceptable': Lawmakers battle military retiree cuts ahead of key budget vote | Fox News
9204,"College students take on gov’t spending, paying taxes | On Air Videos | Fox News"
9205,13 states raising pay for minimum-wage workers
9206,NULL
9207,"LaHood: Forced cuts mean flight delays, some control tower closures - CNNPolitics"
9208,NULL
9209,Opinion | The Government as a Low-Wage Employer - The New York Times
9210,NULL
9211,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9212,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
9213,NULL
9214,Audit: USDA paid millions in federal aid to dead farmers
9215,"Politics: Congress, Political Parties, National Security & More | NBC News"
9216,"Up to 160,000 Social Security numbers exposed in Washington state court hack"
9217,"Crisis averted, Obama says Americans 'completely fed up' with Washington | Reuters"
9218,IRS faces new battle on overspending – CNN Political Ticker - CNN.com Blogs
9219,"At Kan. airport, fliers back sequester cuts . . . but, wait, they’re closing the control tower? - The Washington Post"
9220,NULL
9221,NULL
9222,NULL
9223,Portsmouth Council finalises Pompey Supporters' Trust loan - BBC Sport
9224,"Politics: Congress, Political Parties, National Security & More | NBC News"
9225,8 States With The Highest Minimum Wages: 24/7 Wall St. | HuffPost Impact
9226,"Obama seeks deal, proposes cuts to Social Security"
9227,GOP pretends past debt ceiling no votes equal current hostage-taking
9228,"Sotomayor, Kagan Browbeat Scalia over Voting Rights Act Argument"
9229,Colbert King: The Republican pity party - The Washington Post
9230,Getting the Full Picture on Annuities and Insurance - The New York Times
9231,"Republicans Back Down, Ending Crisis Over Shutdown and Debt Limit - The New York Times"
9232,NULL
9233,The World's Biggest Beer Monopoly Got Sued by the U.S. Government
9234,NULL
9235,US shutdown: Washington's truly dangerous cliffhanger - BBC News
9236,NULL
9237,Lew pushes to eliminate spending cuts 
9238,NULL
9239,Obama calls for action on 'profoundly unequal' economy - BBC News
9240,A shutdown-free future is in the cards
9241,NULL
9242,NULL
9243,NULL
9244,NULL
9245,NULL
9246,NULL
9247,NULL
9248,Scientists Petition U.S. Congress for Return to the Moon
9249,"Obama To Ignore Americans, Push for More Spending"
9250,Eleanor Holmes Norton confronts Obama on D.C. budget bill - The Washington Post
9251,November jobs report: Unemployment falls to 7% 
9252,39 percent of people who think Benghazi is the biggest scandal ever don't even know where it is
9253,"October Jobs Report: U.S. Creates 204,000 Jobs, Unemployment Rate Rises To 7.3% | HuffPost Impact"
9254,NULL
9255,NULL
9256,NULL
9257,Michigan Gov. Rick Snyder deals democracy another blow
9258,NULL
9259,Rep. Cathy McMorris Rodgers: It's up to the Senate
9260,NULL
9261,NC jobless losing federal compensation Sunday: 'They are really putting the gun to your head now.'
9262,"Lawmakers unveil tentative budget deal, call for rolling back sequester | Fox News"
9263,NULL
9264,Long-awaited vote on Senate budget exposes cracks among Democrats | Fox News
9265,Immigration Law Changes Seen Cutting Billions From Deficit - The New York Times
9266,"Conservatives and Labour both wrong on spending, says Nick Clegg - BBC News"
9267,"Illinois Senate passes pension bill, sets up showdown with House - Chicago Tribune"
9268,NULL
9269,NULL
9270,Silicon Valley investor Tim Draper: Split California into 6 states 
9271,NULL
9272,NULL
9273,Obama: I’m not budging but here's a hint - BBC News
9274,NULL
9275,Emanuel warns of looming city pension crisis in budget speech - Chicago Tribune
9276,Bob Woodward: 'Very Senior' White House Official Told Me I'd 'Regret' Sequester Comments (VIDEO) | HuffPost Latest News
9277,Obama: 'Cloud of crisis' threatens economic growth
9278,NULL
9279,NULL
9280,Postal Service Plans to End Saturday Delivery - The New York Times
9281,NULL
9282,California poised to raise minimum wage to $10 
9283,NULL
9284,For a Budget That Is Both Morally and Economically Sound
9285,NULL
9286,Landmark moment in making: judge to rule on Detroit bankruptcy
9287,Greenspan fears US government set for more debt stalemate - BBC News
9288,Budget cuts would hit Congress but not its members
9289,Senate sends two-year budget deal to Obama
9290,NULL
9291,Debt ceiling: Countdown to default 
9292,George F. Will: Raise the minimum wage? It’s iffy. - The Washington Post
9293,New Immigration Bill Has Taxpayer Subsidized ObamaCars for Youths
9294,Yellen: Benefits of Fed stimulus exceed costs
9295,Obama Economic Speech Tells GOP To Drop The 'Endless Parade Of Distractions' | HuffPost Latest News
9296,Obama throws opening move in this year’s debt ceiling debate - The Washington Post
9297,Pentagon spending nearly $1 billion a year on unemployment despite budget cuts | Fox News
9298,Texas to California businesses: Move here! 
9299,NULL
9300,House Republican leadership rallies support for Murray-Ryan budget deal as Senate conservatives balk
9301,Senate Dems Set to Roll GOP
9302,NULL
9303,Federal government shuts down for the first time in 17 years as Congress continues to debate
9304,30 House Democrats Joined the GOP to Sell You Out to Wall Street. Which Ones?
9305,NULL
9306,Congress approves ‘fiscal cliff’ measure - The Washington Post
9307,Obama welcomes Republican plan to suspend debt limit - BBC News
9308,Civility has a credibility problem in Washington | On Air Videos | Fox News
9309,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9310,Government shutdown ruin your vacation? Don't blame the rangers - Chicago Tribune
9311,GOP Wall Street Bill Would Eviscerate Dodd-Frank | HuffPost Latest News
9312,Opinion: Obama's slow growth economy isn't good enough - CNN
9313,Marine Vet Slams Paul Ryan's 'Outrageous Attitude' Toward Military Pension Cuts
9314,NULL
9315,NULL
9316,"Politics: Congress, Political Parties, National Security & More | NBC News"
9317,"Madigan, Cullerton sue Quinn over blocked lawmaker paychecks - Chicago Tribune"
9318,NULL
9319,NULL
9320,Republican staffer ‘beats’ food stamp challenge
9321,NULL
9322,Senate Democrats to produce budget seeking new revenue without threat of filibuster
9323,NULL
9324,Analysis: Obama's vision to nudge country to the left - CNNPolitics
9325,NULL
9326,Opinion | Rubio and the Zombies - The New York Times
9327,Do YOU understand how tax brackets work???
9328,Chicago Bond Debt -- Chicago Tribune
9329,NULL
9330,‘Cliff’ bill is a bitter pill for House’s tea party adherents to swallow - The Washington Post
9331,NULL
9332,Senators Restart Talks as Default Looms - The New York Times
9333,NULL
9334,NULL
9335,Obama to tap Walmart exec for budget chief
9336,Lawmakers could save millions by targeting food stamp fraud -- will they? | Fox News
9337,'Boomtown' Special Assails D.C. for 'Extracting' Wealth from Taxpayers
9338,Progressive Group: IRS Gave Us Conservative Groups' Confidential Docs
9339,US shutdown: US reopens landmark tourist sites - BBC News
9340,NULL
9341,NULL
9342,Tennessee Republicans nervous workers may gain new power at Volkswagen plant
9343,Questions raised over use of fund to enforce slimdown | On Air Videos | Fox News
9344,Obama: Budget Deal May Be Impossible If Republicans Continue To Insist We 'Gut' Entitlements | HuffPost Latest News
9345,The big lie behind food stamps
9346,There's no 'magic wand' for jobs - CNN
9347,Think Obama’s a huge spender? Then you need to see these two charts. - The Washington Post
9348,White House promises veto of GOP spending plan
9349,NULL
9350,Obama signs two-year cross-party budget bill - BBC News
9351,"Unemployment benefits expire, Dems vow to fight on – CNN Political Ticker - CNN.com Blogs"
9352,Opinion | The Appalling Stance of Rand Paul - The New York Times
9353,Chuck Schumer wants us to stop picking on Wall Street
9354,NULL
9355,Taxpayers taken for a ride? | On Air Videos | Fox News
9356,NULL
9357,NULL
9358,Military Families Host 'Twitter Town Hall' Against Budget Deal
9359,Opinion: Obama's slow growth economy isn't good enough - CNN
9360,NULL
9361,NULL
9362,NULL
9363,NULL
9364,The IMF on the Austerity Trap - The New York Times
9365,NULL
9366,"Politics: Congress, Political Parties, National Security & More | NBC News"
9367,NULL
9368,Tax refund ID theft is growing 'epidemic': IRS watchdog
9369,Opinion | Keeping Air Travel Competitive - The New York Times
9370,NULL
9371,NULL
9372,Congress Needs to Extend Unemployment Insurance - The New York Times
9373,"States await FAA decision on drones, and the billions that could follow - The Washington Post"
9374,Obama to Congress: Extend unemployment insurance
9375,Larry Summers withdraws name from Fed consideration - The Washington Post
9376,"Politics: Congress, Political Parties, National Security & More | NBC News"
9377,NULL
9378,NULL
9379,Senate Republicans Oppose Budget Blockade By Tea Party In Growing GOP Feud | HuffPost Latest News
9380,"Politics: Congress, Political Parties, National Security & More | NBC News"
9381,"Politics: Congress, Political Parties, National Security & More | NBC News"
9382,"Puerto Rico, with at least $70 billion in debt, confronts a rising economic misery - The Washington Post"
9383,Obama: Default would be worse than shutdown
9384,"Food Stamp Cuts Set To Kick In, Congress Not Paying Attention | HuffPost Latest News"
9385,New Bowles-Simpson deficit plan would cut $2.4 trillion 
9386,Obama chief of staff warns of sequester
9387,Food Stamp Work Requirements Not Just For Surfer Dudes In New Bill | HuffPost Latest News
9388,NULL
9389,9 questions answered: Impact of government shutdown on travelers | Fox News
9390,"Obama Urged By 45 Representatives To Replace Ed DeMarco, Help Underwater Borrowers | HuffPost Impact"
9391,Obama mounts local media blitz on sequester
9392,Democrats push to extend emergency U.S. jobless benefits
9393,"Dems preserve US-Mexico food stamp 'partnership,' while USDA prepares for meat inspector furloughs | Fox News"
9394,"Fiscal hawks say government waste, unspent funds could offset sequester | Fox News"
9395,NULL
9396,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
9397,Opinion: How Detroit can rise again - CNN
9398,Private Site
9399,Obama says thank you to federal employees - The Washington Post
9400,NULL
9401,Furlough appeals keep coming - The Washington Post
9402,NULL
9403,FAA says 173 air traffic control towers will close on April 7 - CNN
9404,Racial Wealth Gap Widened During Recession - The New York Times
9405,The Beginning of the End of the Financial Crisis - The New York Times
9406,NULL
9407,Senate Democrats to Obama: We Have Your Back if You Unilaterally Raise Debt Ceiling
9408,NULL
9409,NULL
9410,NULL
9411,"E.J. Dionne: In State of Union, Obama tries to change the direction of our politics - The Washington Post"
9412,NULL
9413,"Federal employee Mike Marsh’s mission: Getting himself fired, and his agency closed - The Washington Post"
9414,How food stamp cuts will affect your state
9415,Budget cuts cause long wait times on IRS help line 
9416,"Politics: Congress, Political Parties, National Security & More | NBC News"
9417,Capitol Leaders Agree to a Deal on the Budget - The New York Times
9418,NULL
9419,GOP offers to help keep WWII Memorial open
9420,NULL
9421,"Obama: Congress Must Raise Debt Ceiling, 'They Order Me to Spend'"
9422,NULL
9423,Illinois Democrat gives out House speaker's phone number - Chicago Tribune
9424,Exclusive-Palin: Congress Has America Caught Up in 'Endless Extortion Scheme'
9425,"HuffPost - Breaking News, U.S. and World News | HuffPost"
9426,5 things to know about government shutdown Thursday
9427,"Unemployment benefits expire, Dems vow to fight on – CNN Political Ticker - CNN.com Blogs"
9428,Silicon Valley investor Tim Draper: Split California into 6 states 
9429,Budget cuts would hit private air traffic in effort to spare airlines - CNN
9430,Obama Seeking to Take Credit and Set Course for Economy - The New York Times
9431,NULL
9432,NULL
9433,Government Spending Cuts Contribute to Slower Growth - The New York Times
9434,"If you think sequester will be bad, wait until they gut Social Security"
9435,NULL
9436,Exception
9437,"Bridge collapse could cost Washington state millions, jobs"
9438,"Farm Loan Bias Claims, Often Unsupported, Cost U.S. Millions - The New York Times"
9439,"Politics: Congress, Political Parties, National Security & More | NBC News"
9440,Number of Catfish Inspectors Drives a Debate on Spending - The New York Times
9441,NULL
9442,NULL
9443,NULL
9444,NULL
9445,Yellen: Benefits of Fed stimulus exceed costs
9446,White House Names Senior Bank of America Executive to Commerce Post - The New York Times
9447,Federal government creates more low-wage jobs than Wal-Mart
9448,Retirees could face pension cuts under plan being considered by Congress
9449,Opinion | Another Insult to the Poor - The New York Times
9450,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9451,"Despite government shutdown, federal job seekers bombard agencies with applications - The Washington Post"
9452,Obama Tells Republicans to ‘Reopen the Government’ - The New York Times
9453,Were single mothers better off in the 19th Century? - BBC News
9454,NULL
9455,No vote on Illinois House pension plan today - Chicago Tribune
9456,"LaHood: Forced cuts mean flight delays, some control tower closures - CNNPolitics"
9457,North Carolina's Republican tax reform 
9458,House passes GOP plan for $39B cut in food stamps
9459,NULL
9460,5 things to know today about the government shutdown
9461,NULL
9462,October unemployment rates fall in 28 states
9463,"Obama, Congress and the next Federal Reserve chair - BBC News"
9464,Illinois lawmakers miss paychecks today - Chicago Tribune
9465,NULL
9466,Obama budget would cut entitlements in exchange for tax increases - The Washington Post
9467,U.S. Companies Lobbying Furiously To Save Corporate Tax Loopholes: Study | HuffPost Impact
9468,NULL
9469,"Politics: Congress, Political Parties, National Security & More | NBC News"
9470,Obama on Verge of 'Impeachable Offenses'
9471,NULL
9472,"Senate Democrats release first budget in four years, includes $1 trillion in tax increases | Fox News"
9473,NULL
9474,NULL
9475,"Much theater, little action as Congress ponders government shutdown - Chicago Tribune"
9476,NULL
9477,Top 10 states hurt by the government shutdown
9478,Detroit: How the Motor City went bust
9479,"HuffPost - Breaking News, U.S. and World News | HuffPost"
9480,NULL
9481,'About half' of Fed officials expect QE3 to end this year 
9482,NULL
9483,Premarkets: Muted reaction to jobs report 
9484,Nearly 2 million federal workers could be subject to furloughs 
9485,What Is The Sequester? | HuffPost Latest News
9486,NULL
9487,Paul Ryan admits GOP can’t govern without a hostage crisis - The Washington Post
9488,Obama On Debt Ceiling: 'We Are Not A Deadbeat Nation' | HuffPost Latest News
9489,"Pentagon to recall most furloughed workers, Hagel says - The Washington Post"
9490,NULL
9491,NULL
9492,Obama: Backlog of veterans' claims shrinking
9493,NULL
9494,Why Harry Reid Was Sidelined for Joe Biden
9495,7 spending cuts you'll really feel 
9496,NULL
9497,NULL
9498,NULL
9499,Opinion | Hurricane Sandy and New Jersey’s Poor - The New York Times
9500,NULL
9501,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9502,Immigration and Social Security - The New York Times
9503,GOP legislator: Boehner won't let government default on its debt - CNNPolitics
9504,US House passes temporary debt ceiling rise - BBC News
9505,"Politics: Congress, Political Parties, National Security & More | NBC News"
9506,NULL
9507,California set to raise minimum wage 25% by 2016 - BBC News
9508,NULL
9509,"Florida Rep. Radel rips Minnesota governor's 'snowbird' tax plan, welcomes refugees | Fox News"
9510,NULL
9511,"RTA accuses United, American of running 'sham' to avoid taxes - Chicago Tribune"
9512,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9513,"As Cuts Arrive, Parties Pledge to Call Off the Budget Wars - The New York Times"
9514,NULL
9515,NULL
9516,NULL
9517,House Republicans offer path to avert debt ceiling stand-off -- for now | Fox News
9518,NULL
9519,Mandelson to Balls: Spell out economic vision rather than just attack cuts - BBC News
9520,Shutdown would be felt far beyond Capitol Hill
9521,"On cuts, Washington throws a tantrum - CNN"
9522,"Southern Republican governors discover hurricanes, decide sequestration is bad"
9523,NULL
9524,"In states' latest battle with organized labor, Illinois public unions  target Democratic lawmakers | Fox News"
9525,Yellowstone gets real about budget cuts - The Washington Post
9526,Republicans revive 'Penny Plan' as sequester alternative to balance budget | Fox News
9527,NULL
9528,Obama Seeking to Take Credit and Set Course for Economy - The New York Times
9529,Debt debate turning into fight over entitlement spending? | On Air Videos | Fox News
9530,Fitch may downgrade U.S. credit rating
9531,Supreme Court declines to hear sales tax case
9532,NULL
9533,NULL
9534,NULL
9535,NULL
9536,The real Obama returns | Fox News
9537,NULL
9538,Inside the immigration bill: E-Verify expansion draws fire - The Washington Post
9539,Quinn signs Illinois pension bill - Chicago Tribune
9540,Sperling's Disingenuous Defense of Sequester
9541,Obama Presser: Journalists Rip White House Press Corps as 'Pathetic'
9542,NULL
9543,Hagel ties China to cyber attacks – CNN Security Clearance - CNN.com Blogs
9544,First Take: Summers done in by two sets of critics
9545,"Tea Party groups take aim at farm bill, Republicans"
9546,NULL
9547,Opinion | Abandoned in Indian Country - The New York Times
9548,Senate Hasn't Sent Immigration Bill to House
9549,House Republican: “It’s up to Senate Republicans” – CNN Political Ticker - CNN.com Blogs
9550,Republicans chicken out on tax reform
9551,NULL
9552,Senate GOP fails in final bid to block military pension cuts in budget bill | Fox News
9553,Rollback of cuts fuels claims that government inflated impact of partial shutdown | Fox News
9554,State orders furloughed federal workers to repay unemployment benefits - Chicago Tribune
9555,Army defends battlefield social science program
9556,NULL
9557,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9558,"NJ Casino Declares Bankruptcy In 10 Months, Gov. Christie's Bad Bet Will Cost Taxpayers Millions "
9559,Warnings about Redflex go back years - Chicago Tribune
9560,GDP report: U.S. economy revved up but it's probably temporary 
9561,US lawmakers vote to cut food stamp benefits from 2014 - BBC News
9562,Exception
9563,"Obama To Ignore Americans, Push for More Spending"
9564,NULL
9565,Opinion: Don't give the rich even more influence  - CNN
9566,Illinois credit rating sinks to worst in nation - Chicago Tribune
9567,NULL
9568,Treasury's Lew: Congress needs to pass debt limit
9569,IRS scandal means bad news for Obama: Column
9570,Matt Miller: The breakthrough deal we need - The Washington Post
9571,"Bill Maher Talks Paula Deen Controversy With 'Real Time' Panel, Defends Deen... Sort Of (VIDEO) | HuffPost Entertainment"
9572,NULL
9573,Opinion | I.R.S. Investigation Means More Taxing Times for Obama - The New York Times
9574,NULL
9575,"Politics: Congress, Political Parties, National Security & More | NBC News"
9576,Republican infighting on full display on U.S. Senate floor
9577,Here’s what’s in Paul Ryan and Patty Murray’s mini-budget deal - The Washington Post
9578,NULL
9579,A Day’s Strike Seeks to Raise Fast-Food Pay - The New York Times
9580,NULL
9581,NULL
9582,Fact check: Obama on the 'fiscal cliff' deal
9583,Detroit's bankruptcy case in court - BBC News
9584,NULL
9585,"Krugman: ""The Urge to Purge"""
9586,NULL
9587,Labour calls for US-style 'small business Saturday' - BBC News
9588,US Congress cross-party budget deal reached - BBC News
9589,Opinion | After the Flimflam - The New York Times
9590,NULL
9591,NULL
9592,Fed Meeting Shows Dissent on Measures to Lift Job Growth - The New York Times
9593,Louisiana parish provides extreme example of inequality
9594,CNN's Ali Velshi: Obama's #1 Sequester Propagandist?
9595,Dana Milbank: Embracing misinformation on Obama - The Washington Post
9596,NULL
9597,"Matt Taibbi's Stunning, New Rolling Stone Article: ""Secret and Lies of the Bailout"""
9598,NULL
9599,Pension Proposal Aims to Ease Burden on States and Cities - The New York Times
9600,2 Parties’ Budgets Show Big Rift - The New York Times
9601,The 10 Richest States In America: 24/7 Wall St. | HuffPost Impact
9602,"Don’t focus on the deficit, Mr. President - The Washington Post"
9603,"Govt. Spends More on Disability than Food Stamps, Welfare Combined"
9604,Landmark moment in making: judge to rule on Detroit bankruptcy
9605,Exception
9606,NULL
9607,NULL
9608,NULL
9609,Opinion | An Inadequate Offer From the House - The New York Times
9610,"GOP surrender roundup: Sadness, woe and conservative civil war"
9611,NULL
9612,Barack Obama pitches $2bn clean energy research fund - BBC News
9613,NULL
9614,"Fox News poll: Summer of discontent with Obama, Congress continues | Fox News"
9615,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9616,Former GE CEO blasts regulations in ObamaCare | On Air Videos | Fox News
9617,"Wall Street, Chamber of Commerce Turning on GOP Extremists   "
9618,Detroit: From American dream to American nightmare - BBC News
9619,NULL
9620,S.E.C. Accuses Illinois of Securities Fraud - The New York Times
9621,Looks Like Obama's Awesome Plan To Solve The Sequester With A Sentimental Gesture Won't Work | HuffPost Latest News
9622,Think Obama’s a huge spender? Then you need to see these two charts. - The Washington Post
9623,NULL
9624,The Tea Party thinks it hates Wall Street. It doesn’t. - The Washington Post
9625,Food Stamp Work Requirements Not Just For Surfer Dudes In New Bill | HuffPost Latest News
9626,NULL
9627,Workers Lose Jobs As Pink Slips Go Out Due To Sequestration | HuffPost Latest News
9628,NULL
9629,NULL
9630,Senate passes student loan fix
9631,What to Cut: Excess federal property costing taxpayers billions | Fox News
9632,NULL
9633,NULL
9634,How food stamp cuts will affect your state
9635,NULL
9636,NULL
9637,NULL
9638,NULL
9639,Fiscal deal emboldens Obama to seek more tax increases | Fox News
9640,Column: Obama owns the debt now
9641,Obama To Appoint New Acting IRS Commissioner By End Of Week (UPDATE) | HuffPost Latest News
9642,EJ Dionne: A nuclear end to denial - The Washington Post
9643,NULL
9644,NULL
9645,First Take: Obama says he won't blink this time
9646,NULL
9647,NULL
9648,NULL
9649,Government Shuts Down in Budget Impasse - The New York Times
9650,"Federal Reserve tapers its stimulus program, citing stronger job market "
9651,In Houston It's Illegal to Feed the Homeless and for the Homeless to Feed Themselves
9652,"Obama: Keystone XL Won't Create Jobs, Will Raise Gas Prices"
9653,Cullerton: Illinois pension debt not a 'crisis' - Chicago Tribune
9654,Boehner to Senate: Get off your a** – CNN Political Ticker - CNN.com Blogs
9655,Boston Mayor Sorry After 'Blow Up Detroit' Gaffe
9656,Louisiana parish provides extreme example of inequality
9657,Opinion | Chairwoman Janet Yellen - The New York Times
9658,NULL
9659,"Obama, Boehner teams clash over meeting"
9660,NULL
9661,"As more move to the city, does rural America still matter?"
9662,NULL
9663,House Republicans Say White House Nixed Their Plan To End Shutdown As Focus Shifts To Senate | HuffPost Latest News
9664,Blue Christmas as N.J. casino shutdown looms
9665,NULL
9666,Gov. McDonnell described as aware of gifts from Virginia businessman - The Washington Post
9667,"Among American workers, poll finds unprecedented anxiety about jobs, economy - The Washington Post"
9668,JP Morgan's Jamie Dimon in shareholder revolt over role - BBC News
9669,NULL
9670,Shutdown would be felt far beyond Capitol Hill
9671,NULL
9672,NULL
9673,Panel to vote on bills that target federal workers - The Washington Post
9674,"D.C. Mayor Gray vetoes ‘living wage’ bill aimed at Wal-Mart, setting up decisive council vote - The Washington Post"
9675,NULL
9676,Obama asks leaders to push Congress to raise debt limit
9677,NULL
9678,NULL
9679,House GOP Blinks: Will Lift Debt AND Reopen Government
9680,Text: Obama’s 2013 State of the Union Address - The New York Times
9681,Obama should override the debt ceiling - CNN
9682,NULL
9683,NULL
9684,Obama Focuses on ‘Thriving Middle Class’ in Speech - The New York Times
9685,NULL
9686,NULL
9687,NULL
9688,The Insiders: Does the White House think no one will notice the Obamacare hypocrisy? - The Washington Post
9689,NULL
9690,NULL
9691,Congress still gets paid -- it's in the Constitution - CNNPolitics
9692,NULL
9693,NULL
9694,GOP needs to open its ears: Column
9695,Grassley: IRS to pay $70M in employee bonuses despite spending cuts | Fox News
9696,NULL
9697,Exception
9698,Obama doubles down on low-ball Keystone jobs claim despite fact-check criticism | Fox News
9699,NULL
9700,NULL
9701,Obama signs order to begin $85B in spending cuts | Fox News
9702,Obama and G.O.P. Set Debt Limit Showdown - The New York Times
9703,NULL
9704,NULL
9705,NULL
9706,NULL
9707,Senate passes bipartisan budget agreement - The Washington Post
9708,Federal workers could pay more for retirement benefits - The Washington Post
